ts,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22,sensor23,sensor24,sensor25,sensor26,sensor27,sensor28,sensor29,sensor30,sensor31,sensor32,sensor33,sensor34,sensor35,sensor36,sensor37,sensor38,sensor39,sensor40,sensor41,sensor42,sensor43,sensor44,sensor45,sensor46,sensor47,sensor48,sensor49,sensor50,sensor51,sensor52,sensor53,sensor54,sensor55,sensor56,sensor57,sensor58,sensor59,sensor60,sensor61,sensor62,sensor63,sensor64,sensor65,sensor66,sensor67,sensor68,sensor69,sensor70,sensor71,sensor72,sensor73,sensor74,sensor75,sensor76,sensor77,sensor78,sensor79,sensor80,sensor81,sensor82,sensor83,sensor84,sensor85,sensor86,sensor87,sensor88,sensor89,sensor90,sensor91,sensor92,sensor93,sensor94,sensor95,sensor96,sensor97,sensor98,sensor99,sensor100,sensor101,sensor102,sensor103,sensor104,sensor105,sensor106,sensor107,sensor108,sensor109,sensor110,sensor111,sensor112,sensor113,sensor114,sensor115,sensor116,sensor117,sensor118,sensor119,sensor120,sensor121,sensor122,sensor123,sensor124,sensor125,sensor126,sensor127,sensor128,sensor129,sensor130,sensor131,sensor132,sensor133,sensor134,sensor135,sensor136,sensor137,sensor138,sensor139,sensor140,sensor141,sensor142,sensor143,sensor144,sensor145,sensor146,sensor147,sensor148,sensor149,sensor150,sensor151
5-1-2019 0:00:00,24.2446784508623,1.60704017691642,210.748205292387,274.617033207145,75.7515703215038,147.270324941385,143.582046797304,81.8776286122751,356.24737215985,460.16865827151,120.451559834393,6.42299745530961,139.310254081763,287.764032272512,276.42728191634,165.375261178881,461.629699199288,300.057487934855,148.79210789166,18.6655246739581,125.040102109797,206.133826498936,425.421204383216,434.858810359081,161.190482164356,68.1924077534081,13.4899702451611,49.0411834554007,358.796781561708,226.979973366009,55.0807174551677,421.732170936527,186.270518780812,151.804251667021,223.843782778757,29.24482595606,335.885866235888,244.626860481047,10.2123336448392,440.820908379192,162.32126469832,483.680000753924,335.209466440235,8.99939239444183,463.19665385559,173.89032718441,216.710582709271,282.170756851402,404.645243615213,378.599626886938,181.847337019559,432.068076884406,263.446360017846,252.972123796573,492.389320392343,318.110851951926,76.1858357937009,275.889394933306,113.426551042789,7.55916256809568,133.780354696224,94.5408633419037,223.080847050567,129.26739879384,405.087940816343,198.719388897866,320.152478674498,487.506002414742,63.9202494937555,247.18245596028,329.489394942992,217.002838718241,289.845154290015,207.971199512468,356.344259975638,141.360101355873,370.924360058701,416.421811988774,471.66215650349,487.300154979946,351.481825044137,231.319213393759,144.395939840188,480.197154674771,45.1326363464504,123.012640570762,158.28581091868,433.298394984239,159.414931274678,405.73293082683,453.058990162359,59.9964713025822,131.200309438259,2.65317107674348,307.040553682968,67.780401356416,260.599153703358,205.942067646395,103.911451578099,264.477264957725,353.737848509912,229.204580294529,218.250507357647,157.462787654932,49.1102319439455,464.844498301318,142.22292259439,55.4751605053782,396.627863820935,351.02921903647,447.186491893226,159.764023804927,304.227238429816,126.126396062843,156.077337523958,402.461141302465,450.144923501715,242.883692375796,84.1347624473901,282.075300245581,40.4335779791854,386.854083690259,328.091071140063,158.187318666925,294.123465797921,269.49292364041,85.802529279982,287.191983213272,400.9306458295,288.563858619222,380.760947652515,164.982292412306,312.510360410675,207.184891545766,133.562306470034,122.277244749608,13.0687060361117,486.933152185256,431.086922730825,80.2881380451322,480.789717976372,102.810650413302,36.6705311633044,308.385712238208,458.546438933605,293.294966357432,255.769232872766,5.0739133754158,346.575833552785,404.579412380503,117.635477854701
5-1-2019 0:01:00,325.100566877565,243.33849257945,159.912903867621,303.31160631185,271.131189666284,327.856006951936,258.054380425277,412.063619080961,198.345402115185,262.42296409906,96.9490341827967,125.453426095403,455.628529170355,445.997464445418,461.037623910717,434.469279104131,428.124913912325,275.942578108954,188.542768679812,468.952955430817,359.351231185417,472.390365773994,448.73981594515,83.6864838300675,352.072440251742,255.538916799956,345.960699648578,319.301532962966,456.256301121906,36.0099428966688,259.030115678455,402.008059388962,346.664368103568,181.260116715571,234.948330202582,298.387701762089,131.487706504524,6.19164132801427,27.59543993864,192.942085067249,179.039301666915,437.303286249425,71.390294270306,356.122715564502,209.571206574129,166.395199795438,17.7308996290578,152.140054689786,454.365555641412,204.877696328274,18.5763144486473,364.383528411567,343.553969330878,148.540157893924,160.764460293932,352.710201103571,294.5986766343,76.2264200375538,451.239166060108,15.5922728663274,481.895307303358,438.752847462312,455.807317959055,162.335459218517,3.39284842060546,194.940974793835,278.789057991835,274.368412454784,211.049134242837,162.649922148627,302.981572599607,421.93327258431,248.347138170315,495.600683612563,289.913653763902,422.047944935992,401.000071503688,92.6171003806484,374.115277255939,185.677240456304,237.808017170899,193.820644958793,364.935977321554,251.378604793632,17.4336284480214,394.646587266888,58.4540900580837,198.124210209644,20.4956564216389,382.238129099011,3.78902512778948,55.2612864669698,54.952475267906,12.0031670723125,211.046777763891,240.286454204603,481.49596829037,409.054835051789,352.729867143896,14.6302317802935,387.606141803603,243.362487174274,441.090920446949,291.715633492784,401.896123728667,96.643041864337,116.036390241252,347.953285718315,358.626504130022,238.71651535794,451.710129599883,201.981576253651,202.111142781615,265.561925603804,277.784255695429,288.074662344565,73.8168701407578,204.428713165423,144.901830770495,108.746261153718,136.486884735751,80.6648477821913,253.872756033145,328.811005143826,158.860897020838,247.720286132638,366.980797316404,236.343971098002,284.553905848672,49.6271995592989,440.551976645622,491.945236451898,239.887233236752,359.485045475645,298.071098652701,494.445529996625,252.729724511844,73.2203438287696,349.482481064965,420.790586583684,278.610197025635,210.500804339769,339.497706079622,281.779141063699,430.527999499127,301.807448874138,353.150143685355,289.390549664102,234.218911376884,422.972115419326,166.469584063846
5-1-2019 0:02:00,321.153383851588,15.1343278191678,125.788584410114,400.376249524009,386.941889481126,454.09282574155,380.698188850981,118.836903301457,484.19646661924,154.147856474923,124.206565611161,155.027350483009,1.70381483701235,16.5376821609855,444.231863806132,190.29374033692,240.709025990548,23.5416062751513,296.964527478891,452.236726392171,52.8824054882314,294.281255823691,37.6055198896702,489.256235300217,497.316810766848,10.541160130194,18.0458056358834,216.430168932504,465.138865618566,466.248957890202,278.726555536839,390.536852595646,101.25035424775,216.538302235556,467.995930913834,457.945335869652,107.065353359592,455.031840109747,257.974402866314,30.0068915961342,485.91122100405,314.071468689512,178.070725257541,310.543290716849,164.832294762522,31.4891568997359,163.866062259239,223.172535990911,416.701175466506,168.367951488294,8.73782975074734,182.361430806276,192.918132847603,311.234631487743,357.571376421289,26.8721280278974,477.528807929498,136.532349109898,403.05943875716,376.400729350932,436.047020105667,164.268019918477,153.698037682892,17.9475087290385,375.421300938083,233.669713015514,53.7769962352593,285.165512601456,48.5417512471516,486.28652793648,83.2283869773282,285.677185880801,265.567203408837,266.957635882757,466.325505388121,238.810936798719,116.21053056615,227.062229172821,324.423940537695,465.827653867112,346.675097870955,294.873269644973,299.728993465998,296.770914130272,457.511128139455,96.3651247305633,197.618719748044,290.015722760007,358.966925814267,441.123802885937,480.416527940154,470.533004249694,51.9724013525864,381.573673515382,93.9598714904673,321.643201085573,160.37343100662,160.123216528503,435.121989778766,431.162581747008,477.712160664477,378.700549657783,174.630784743759,430.414647530026,85.1395645109655,223.060643869946,416.794227397439,425.960496964846,344.909126099622,118.76043962257,410.661597461748,250.466578756676,312.108408572203,437.231784890048,29.7256314799775,141.173750460694,364.539026452479,356.92712355262,60.4363805895841,279.05617620752,36.0509932674705,263.761273475253,426.19858678719,107.417948361215,5.86999999632593,112.695382727634,233.704784528215,383.993529893455,172.997764392289,144.682304302548,78.4375057920988,456.087314037647,291.940239394056,393.261358790687,488.115493202636,467.974548213172,120.242484901213,369.314345935972,211.631349619306,234.450484269508,179.570897333124,271.658222783198,445.106596660384,240.206486191697,30.4622054241887,229.949949183478,158.424595677492,114.740616462538,351.848042035405,452.786121029773,457.104174633093
5-1-2019 0:03:00,54.0465300688737,444.924736602662,342.215152383882,36.5692051297842,487.400631647278,362.095299112655,65.7656260606673,99.4965944436829,342.736785925337,376.245103485996,163.308113190955,43.4355417003089,406.718563477843,171.356866914479,190.479673999585,244.655122861571,274.921211309229,7.27246352810062,212.851135392138,277.409124084473,214.288851346024,306.262165683444,494.012785374193,377.202292614245,451.12735938799,127.95676529778,34.9515292490607,48.6654150526344,22.0691294046441,322.995536645407,138.421228918443,391.948706652945,350.437682983669,226.360291348007,454.157784094176,29.4011084034113,78.510612751595,261.167516820676,189.747142926672,108.234260514488,154.010085926396,494.934128362189,393.53184350465,12.7419070400027,40.9859854453178,234.57146772862,158.744829780769,30.5312592678383,155.427995210247,100.177025701933,337.203887448275,90.6470278700101,211.385935876233,496.110068865172,440.921194591057,247.78436438543,450.91195122847,465.012859769637,85.4418457417944,359.443866349498,327.143769863594,17.1002110080329,77.4274650390388,19.7412492799299,237.823874567553,271.359406538009,192.99785871664,180.358272129837,217.199082820303,161.078565596174,166.144510109976,13.7536944885523,317.525320601429,104.616874877651,123.399038158077,219.354722983835,412.730322178793,481.27087833419,336.216307168927,216.55589165937,469.211935517011,4.42026998122235,393.237419842387,421.892103702711,485.791649197131,47.7742010484329,180.562770776713,354.327614118498,285.43909675695,206.373419708746,78.4891571749417,113.497752981958,175.725671078882,330.303276577174,281.090490650893,136.909874918363,417.50666332315,373.790594224721,274.918032472449,269.626578907308,41.5736090119805,478.386557650932,313.332176447535,494.349429614073,434.032515591957,323.450192959723,273.121707268582,106.769060998582,372.711030707094,221.566471607222,335.054042206637,469.641072894279,128.79655260071,368.885954082425,390.231930832487,322.723499882372,123.862791165646,155.535361336328,33.9496000827987,190.04967351912,90.7966357612967,338.670244598142,394.919175372887,10.8256631115571,82.5894084212321,52.6467571280183,338.02802340967,487.222044024254,323.526384226757,486.489163239714,301.848059660684,38.9397279540728,206.352845861741,66.5897282616188,174.982282647389,490.825377866079,191.088093533687,398.887990228314,487.859588110754,162.341456237408,274.652493779851,73.7937097781308,481.616583411403,63.8726251497272,371.31937750211,108.848084280662,484.701200381248,306.839716996457,440.071345744688,458.366990768522,13.0470837527174
5-1-2019 0:04:00,443.330805722312,389.273470914584,188.908903249031,365.360875551291,342.313168031309,112.295012042064,166.426893401158,88.4552251493815,353.649431538605,426.907516516236,31.4490650926945,487.657981686135,293.79794993149,280.651988592302,304.526301242656,163.840149139911,146.26675990702,89.7798552595916,250.823170063469,121.135937106393,209.108200952927,101.834136341621,33.0181862381372,368.461194619751,271.53700928741,405.911284222226,41.5913884255995,456.982013982247,340.522131808345,419.268825286659,53.387525516277,116.641152937264,360.008353302259,432.349598003714,280.583143830571,337.200826190971,42.5371539511425,223.169488703445,398.250709938933,433.685964873846,240.861093504755,480.104617299561,90.8150072632427,130.809963974548,301.538681519003,143.271727554161,352.937068023224,437.947149126766,1.28337182164349,4.26645484020303,226.63161867607,303.175661854062,72.0605708528592,110.919641382489,176.816966466986,341.496669380691,356.255284676447,320.44770862928,93.8238662638813,436.401883809083,70.7036236164643,209.444879418912,247.933093341036,434.380606251946,373.519990999959,414.807912155431,127.649628383876,361.448351927776,0.0688447617314964,467.325475051685,121.302995188768,423.097271203574,191.529145320658,317.137205189624,380.274843601638,229.003583653366,11.0191290783785,402.20822226359,66.9225131007482,128.265281733249,52.9742161990023,103.644239298834,455.698642160603,336.255676968142,192.637206610589,250.211863662215,44.5805820844046,249.08871191977,255.532631536728,439.08647444988,480.945541514524,222.089445321862,129.345622439564,461.84882612985,362.982341257381,31.4162140858435,232.171523958524,156.434401011297,257.289972974588,386.730769363572,15.6220991702853,491.488716095448,437.878304365034,33.9578967699585,382.963459651435,303.534347472496,111.646516533404,254.923365663236,230.644797780851,447.81338281362,330.477540302313,454.047062412858,253.525195528532,465.558584530632,383.427667610081,467.059384317631,253.746237258309,411.677416372894,241.743399641357,123.308127337745,370.227330071026,378.560916464106,105.915720391048,60.9823703118518,486.379933537161,399.213549866906,293.75164876401,229.680319190808,454.154863932242,348.858629515794,496.832059694842,354.584728067082,144.918249289001,180.191743737176,112.643182562964,61.4855001035545,165.765934933799,421.740745390645,453.292217316708,389.102859138093,138.565347128811,289.657216421169,18.4439141389187,307.719248723108,108.608934147567,26.8984791016665,468.56424979333,163.787037908932,78.4211585197696,395.922956939751,277.669976827535
5-1-2019 0:05:00,238.802458736488,191.419665092332,226.645727980251,190.111870733142,92.5572682603063,103.851737037232,155.562291459908,317.882806676385,340.26902464231,466.652730231477,322.827246190434,386.307961487355,266.015548615724,250.28044206569,101.833179873337,317.728281401903,442.922721590345,384.18101886482,175.725318340457,50.3401987023373,227.601091949083,151.403429522833,7.53550581053621,133.86053947446,431.754185087864,275.911818154115,349.360432172828,298.852597735288,359.681353373305,480.726103522222,12.742947327319,104.658730376819,194.051078145416,240.23350432526,255.765309210757,120.650982307573,478.695542774487,122.777930052382,411.700034472952,488.003259286286,77.224332176719,442.555417279971,91.2433087784999,154.249058875371,278.111544567212,116.356478126886,320.413050390972,201.852725912748,310.022658579993,217.010486040735,149.561099079233,464.69444127972,337.181062128945,58.2393999482688,131.494487929854,87.3990292136553,183.884159281796,92.7851885057917,258.357685645277,316.645450106191,254.491304864404,356.70969372462,458.201453303081,359.542921120088,453.909782904158,218.168515813615,192.256883341939,25.7820442904635,494.515132854933,481.182197565763,339.032738627415,320.144791537963,472.480984391869,187.722059054171,473.115866525618,285.045674669112,60.1601207443327,353.286446935165,355.748994907247,315.397706960979,455.498767763143,147.507706260079,488.829939155295,142.67086733257,331.165004442988,48.0485060475993,267.477668247874,135.811678197147,108.739016395406,168.366279997102,436.766823025777,385.910354268695,364.420244407104,95.0545843667605,233.511954421882,220.514638452099,484.353963976891,231.700387658412,200.339275971213,59.9430287535968,424.099594784947,294.631006100509,207.337593057816,328.84046101423,377.977747413319,329.41630754127,492.213456887851,149.459003074774,85.1235334226506,346.448813260742,27.2389084693226,330.597712346631,237.036193598544,442.959978684299,361.146682343048,106.983598604325,367.879754569325,315.530585970511,28.3779166770996,405.861276856559,450.690847565742,56.4452051447915,417.043027895057,326.14885285783,44.415374539986,453.12238435872,455.724547130859,377.426400025108,454.210104632289,252.601228073519,300.691710692221,328.459733085921,152.947170963952,295.805966153651,391.298112176032,160.867761662634,440.170113202264,159.989478141065,264.69311991925,1.74869690171848,55.835049159748,118.0186651731,50.6881447744966,262.290203134664,141.12737152778,106.169110679146,148.874160670151,421.460265722806,233.907902023712,126.528355817557,352.634883882774
5-1-2019 0:06:00,191.142733996335,496.682965195124,385.074726252386,398.215021425027,315.999028187245,323.446145198981,22.3930915921894,208.996909069362,251.715086052062,19.2138247747039,320.917250039483,193.708694397336,72.8058619763729,93.2122245865,444.361610079353,212.652870785749,445.352732644115,214.886017476621,250.12381293351,187.79155411189,210.567423939038,205.817847375673,219.043834935428,493.78728214362,359.018625393053,220.418599769668,493.808082534842,105.497372618642,488.557841623462,459.152020727821,20.7011061816947,36.5587098228553,272.116992749328,73.4767644076966,15.7575788981084,417.724889664783,106.803668014148,135.83334681384,16.1019298322973,365.513650637825,262.46856700744,472.859671792416,162.047487991884,473.86477001657,468.930815797733,98.9758759266584,381.070897859089,172.781725494555,433.389891606471,16.1525067017193,100.601754663792,233.053094350292,429.200812675618,189.083380945531,411.196369170768,485.324886620662,277.639130259696,391.287444108765,39.1963960319741,95.5804284175767,329.638062664139,416.895718973547,220.4390674459,292.563065324241,498.512718593009,284.358540216628,421.591701648008,499.329097568676,77.4546456883916,26.6367204145699,105.849202771601,309.519385830275,198.784087644324,384.610162295685,425.322987104451,237.707752146622,43.7703593837891,245.179064918859,24.8564663458878,260.042749466394,339.347701910579,321.026357040287,172.107481012171,472.405334921742,358.550266064028,287.648011831403,107.357897147237,83.0336118037969,162.280395236928,30.4326922774467,140.085759405087,215.516223905383,96.6369507818655,420.521501414721,35.8755879736857,345.572848033892,252.420604346516,369.484422667643,475.352051423561,184.572275581105,177.384174278651,381.741800290412,95.3270798061635,406.753171191902,410.303303930118,291.082368833517,34.2690067059682,44.5906503799328,263.760393841081,173.488617024146,441.554527236873,32.4600653408375,366.430977762877,279.15364656558,256.232726506997,8.61170562385195,244.788237961376,248.033732524157,434.012799260212,210.864706761606,177.000643069391,338.558089844211,337.048702331748,47.0219534109449,386.550961009483,390.332978866218,212.88243504841,278.262586229603,348.734574322,79.7501390705584,485.287147800106,174.285936716146,269.827013495298,340.284190764783,82.6585751877439,457.605901620167,225.699277234124,265.354309820269,62.1020309916241,67.4678972305115,253.379005125435,62.7672467673045,319.273217962716,488.791778212782,88.8781650405741,107.625694064249,349.085246142505,317.483304216286,164.288774907723,27.2638823498338,100.784610072516
5-1-2019 0:07:00,428.690389929661,115.864794988122,261.229109839177,168.625399781682,21.225529267092,70.0350918667554,250.858022948195,6.43956661524231,76.588446310064,386.683863767741,317.999598252587,407.980596138155,389.251329651685,72.8899410799565,410.271755145058,422.91192380847,370.356975528578,0.205523567369917,400.001811748371,40.9473478984774,104.855988456335,492.38150356914,499.340885085678,40.781175503871,69.0276902490424,401.484630723244,337.882749660817,438.013338222175,56.1659625061629,146.194816867912,249.672456062246,7.76624493662559,189.406796213895,493.664551523358,2.47694947872169,350.630178512367,279.662482337869,494.679885215443,214.141371759652,403.311270011268,335.045939700234,332.803925188633,10.5825811673806,414.323576220462,196.697251962823,452.412574995501,444.669728374421,171.294157473042,469.877186217288,402.836063133011,443.630278782747,345.230643332578,154.468650303068,36.9026640136273,316.724111939186,436.308886360521,116.523909902444,220.447934335306,99.5977095326398,119.740898543848,232.152342205938,312.844684726021,450.273604109079,430.393629442152,137.011407705495,310.233353315961,218.573799924261,395.586778128327,70.4129916012348,59.6415766326904,143.249441470601,375.677090313135,286.064151807718,496.690541737103,205.901408198244,272.052063267702,481.798922401759,85.0173088652163,344.083923541048,116.615115253541,456.814902348823,166.588592187776,468.136152004887,153.329899373152,202.564538085165,404.441812729669,353.297594633558,152.504132200267,176.940439584172,66.1680631182008,234.106268609923,59.2145480025627,395.082175682803,94.4004732158037,171.15892780533,22.2012549742131,382.530321079553,80.1889517252282,277.312168514967,386.463898646861,233.83877507124,49.0829502460933,100.881165871807,410.235609584598,259.586621662409,67.9531884696117,59.1664915248596,157.778108565965,331.001255815384,44.672048671484,454.509963958762,31.5066010372278,376.364010794258,482.982594279099,162.925996195025,65.5637500181625,344.708532721134,296.943704735927,227.829091356988,232.569594975826,456.935758682404,66.0696677239936,218.646338544156,4.24492848303399,325.535308022767,84.0348934680386,480.594914630332,191.663678591914,325.531613931773,183.700153224031,389.521742188149,401.609970676531,307.705140350249,457.620024894187,382.776340182301,407.73195210273,65.7074263159686,57.9005424202888,393.743277710743,134.611349615553,345.275321204809,195.519486067593,321.502876384884,132.268390912688,111.658099159439,202.599667572696,182.850537208305,412.099581403704,431.474477020779,105.595177787168,177.492722253079
5-1-2019 0:08:00,68.819474228108,192.060748670278,253.910996603738,389.423178224556,342.496246724621,263.043326448204,23.727146686859,1.39735150216024,32.430966865472,144.464551072784,139.38744489075,57.3511636151705,481.386664780503,328.510837316751,132.172365501603,426.824646502186,346.017454446302,126.268121705515,109.06609921207,101.99263137858,111.760354652889,385.661843645229,193.618037129574,432.997254623565,243.459995949389,48.8577764708818,275.282915809789,425.688595476415,340.287462035328,457.424163798533,410.999441943597,369.79608860323,495.671396141719,27.2047203160844,127.637891158293,257.258176690553,430.650979946671,138.693021674963,283.361325870902,192.54299890834,268.269345289222,35.8059588055154,280.519134029988,299.241036083196,473.874539124721,436.228470614286,75.5579697785703,430.009301486429,375.038871017768,336.68649235586,81.7792255346566,42.4599177401792,350.230690953429,149.659416940836,60.852119727457,183.157630582879,498.442711540704,320.913741980174,145.963182275166,293.638470253739,487.760410638414,98.0385512104437,161.109889466832,75.0068030669386,233.465109129187,269.59135628752,61.6797674734517,454.181944464418,200.872946158458,374.91418881105,496.173666555515,207.324432771338,342.906795834613,416.52310030373,333.723286089359,75.9543958473738,105.142709615241,394.377001046379,459.122715498844,307.231525335103,473.299806692311,345.27361432336,50.6497244586468,3.60096967946783,375.644938263877,368.539524203418,19.5653976498011,346.011979200883,466.352600588627,444.480260575414,258.815465149849,109.737237966497,492.729839399797,489.722855617163,204.782588269926,170.230794078778,374.696069338683,205.512330963049,65.7759269540086,204.283182837201,374.548703140835,121.376025314152,229.136355327971,0.124682206718569,340.512825800345,374.454792763318,199.553121905566,433.7075906497,315.936130851477,484.897723880083,78.014920967638,104.065710494325,361.79102648133,338.731656940063,320.338663561427,142.486796315055,47.3888267517969,157.508919787365,199.361864803062,364.92558492577,250.025958637719,215.667788272569,487.829343875791,256.392685583044,116.0987236612,386.436428589018,214.594593371542,353.18394021745,211.740512033804,163.492492010581,201.258326508691,399.630378652192,328.60107409237,254.839532661643,432.682822194268,351.923781378159,116.137258995388,50.5250422519283,163.088143879123,1.1901455005585,168.986402297852,85.8578070001015,30.0758483494054,481.454876708544,366.465339607776,154.749754655524,247.946211485167,153.998182459734,169.384192055736,62.2957919548712,122.841967326981
5-1-2019 0:09:00,432.611677997099,4.19666967550138,76.1533249524205,136.672294529468,118.061768411687,349.676517466864,2.5647107989363,292.199761742819,76.9440406360403,374.133896256859,498.748552519245,197.177399041679,350.33502632302,335.097202954393,92.9360799924173,13.1376998094552,67.8403261433543,138.149171433481,215.967424780115,379.935663603216,275.124740216473,131.40790962214,464.44576325102,473.028222086387,4.02599200793821,182.467761534484,452.164396854194,491.14760243853,72.6686597674474,186.373071598994,312.798512313887,188.771484973268,279.06648757824,170.800799816288,74.7460697659971,63.4860103314212,80.8832580600322,35.1730990387374,28.1017772052911,229.939796370426,66.0632981760722,477.182438819288,309.86456703854,140.852436721722,483.577843747836,266.989535543597,386.229778819824,194.633593174924,363.816986961205,302.20238063587,306.97174640697,109.477955200466,70.9862029510486,453.211487481935,93.0460861851676,301.203768374959,39.7509064244809,103.125102866034,132.64630252153,435.594006877203,397.51212061267,11.4171083604065,219.531101975372,390.570969037046,61.3353839429726,309.977067545977,418.110911463439,179.534226506732,260.351133188396,29.4500696609961,432.254441749423,32.6672271046169,110.04739422819,486.027628409689,313.872365427144,297.942301397185,321.5433425836,323.593326529299,489.45037833855,237.036456464341,296.237982714659,257.53080367927,127.330615477325,270.466279131577,379.401325192024,203.32055711342,117.78528202222,325.855000096306,77.7547136311208,273.542301391038,23.7351039069403,477.758155193999,402.526796517208,92.5077703280876,332.427675757756,54.6461898156657,257.651336843917,419.293598001494,79.5170527787493,173.600776201859,348.878624080158,206.695552313093,434.282459986528,334.366917300209,369.947938886447,274.304519302354,499.430560972276,84.9585745413595,139.339122054791,295.103784787983,479.660425791359,216.157579895182,113.674724527483,395.609846057189,139.356024162544,139.9813169334,384.086492883082,449.064822843794,11.1696438450225,358.014826829552,192.191785523757,92.2559113671332,101.779512875611,486.808831797358,5.71496575405587,454.496286555424,130.140430587409,17.5396239001023,153.599952651933,259.226175611478,40.2909645532681,402.249744582106,244.076273750549,315.849602136691,388.157832384183,89.5424304015666,323.248343692742,292.963698177116,400.518340245131,105.09680588967,203.889996141144,32.8267074808603,186.515878041515,282.650928843138,293.881875599679,307.577524011758,364.083430666515,6.91695046001903,453.151746165544,192.446358824357,170.559696932584
